# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = model_4d9ba28ffb1aeb219300be003f2a12dc_model
# start_datetime = 2026-03-21 22:42:57 UTC
# method = pathfinder
#   pathfinder
#     init_alpha = 0.001 (Default)
#     tol_obj = 1e-12 (Default)
#     tol_rel_obj = 0.001
#     tol_grad = 1e-08 (Default)
#     tol_rel_grad = 1e+07 (Default)
#     tol_param = 1e-08 (Default)
#     history_size = 5 (Default)
#     num_psis_draws = 2000
#     num_paths = 4 (Default)
#     save_single_paths = false (Default)
#     psis_resample = true (Default)
#     calculate_lp = true (Default)
#     max_lbfgs_iters = 1000 (Default)
#     num_draws = 1000 (Default)
#     num_elbo_draws = 25 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpAOmAIk/standata-6c845ffc50e5.json
# init = 2 (Default)
# random
#   seed = 1266802457
# output
#   file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpAOmAIk/model_4d9ba28ffb1aeb219300be003f2a12dc-202603211742-1-3b14b3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpAOmAIk/model_4d9ba28ffb1aeb219300be003f2a12dc-profile-202603211742-1-066c39.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=model_4d9ba28ffb1aeb219300be003f2a12dc_model
lp_approx__,lp__,path__,Vc.1,Vc.2,Vc.3,Vc.4,l1_0,l2_0,l3_0,l4_0,l5_0,l6_0,l7_0,l8_0,l9_0,l10_0,l11_0,l12_0,l13_0,l14_0,l15_0,l1_11,l2_11,l3_11,l4_11,l5_12,l6_12,l7_12,l8_12,l9_12,l10_13,l11_13,l12_13,l13_13,l14_13,l15_13,log_Vc.1,log_Vc.2,log_Vc.3,log_Vc.4,pi.1.1,pi.2.1,pi.3.1,pi.4.1,pi.5.1,pi.6.1,pi.7.1,pi.8.1,pi.9.1,pi.10.1,pi.11.1,pi.12.1,pi.13.1,pi.14.1,pi.15.1,pi.1.2,pi.2.2,pi.3.2,pi.4.2,pi.5.2,pi.6.2,pi.7.2,pi.8.2,pi.9.2,pi.10.2,pi.11.2,pi.12.2,pi.13.2,pi.14.2,pi.15.2,pi.1.3,pi.2.3,pi.3.3,pi.4.3,pi.5.3,pi.6.3,pi.7.3,pi.8.3,pi.9.3,pi.10.3,pi.11.3,pi.12.3,pi.13.3,pi.14.3,pi.15.3,pi.1.4,pi.2.4,pi.3.4,pi.4.4,pi.5.4,pi.6.4,pi.7.4,pi.8.4,pi.9.4,pi.10.4,pi.11.4,pi.12.4,pi.13.4,pi.14.4,pi.15.4
-10.099394, -443.30638, 2, 0.046756569, 0.017478142, 0.58994661, 0.34581868, 1.4866728, -1.4449915, -0.74963779, 1.5627838, 0.41470514, 1.7535692, 2.1752736, -0.13424431, 1.3226945, -2.5114196, -2.8601067, -1.3802899, -2.5656728, -3.0260713, -3.6335086, 7.235451, 4.4292844, 1.585363, 0.76755066, 2.3994944, 1.3640769, 0.9639622, 1.7151378, 4.3658489, 3.9760533, 5.3904442, 2.252342, 13.771526, 3.6710781, 2.9729549, -3.0628005, -4.0468042, -0.52772325, -1.0618407, 0.81557835, 0.19077358, 0.32090023, 0.82675244, 0.60221554, 0.85240242, 0.898007, 0.46648923, 0.78962964, 0.075061493, 0.054161233, 0.20096245, 0.071380601, 0.04626186, 0.025743094, 0.99983709, 0.95185947, 0.69756414, 0.91135836, 0.60221554, 0.85240242, 0.898007, 0.46648923, 0.78962964, 0.075061493, 0.054161233, 0.20096245, 0.071380601, 0.04626186, 0.025743094, 0.99983709, 0.95185947, 0.69756414, 0.91135836, 0.94343834, 0.95761479, 0.95848248, 0.82933102, 0.9966269, 0.075061493, 0.054161233, 0.20096245, 0.071380601, 0.04626186, 0.025743094, 0.99983709, 0.95185947, 0.69756414, 0.91135836, 0.94343834, 0.95761479, 0.95848248, 0.82933102, 0.9966269, 0.81224037, 0.92624141, 0.70517253, 0.99998641, 0.65588438, 0.34061523
-10.099394, -443.30638, 2, 0.046756569, 0.017478142, 0.58994661, 0.34581868, 1.4866728, -1.4449915, -0.74963779, 1.5627838, 0.41470514, 1.7535692, 2.1752736, -0.13424431, 1.3226945, -2.5114196, -2.8601067, -1.3802899, -2.5656728, -3.0260713, -3.6335086, 7.235451, 4.4292844, 1.585363, 0.76755066, 2.3994944, 1.3640769, 0.9639622, 1.7151378, 4.3658489, 3.9760533, 5.3904442, 2.252342, 13.771526, 3.6710781, 2.9729549, -3.0628005, -4.0468042, -0.52772325, -1.0618407, 0.81557835, 0.19077358, 0.32090023, 0.82675244, 0.60221554, 0.85240242, 0.898007, 0.46648923, 0.78962964, 0.075061493, 0.054161233, 0.20096245, 0.071380601, 0.04626186, 0.025743094, 0.99983709, 0.95185947, 0.69756414, 0.91135836, 0.60221554, 0.85240242, 0.898007, 0.46648923, 0.78962964, 0.075061493, 0.054161233, 0.20096245, 0.071380601, 0.04626186, 0.025743094, 0.99983709, 0.95185947, 0.69756414, 0.91135836, 0.94343834, 0.95761479, 0.95848248, 0.82933102, 0.9966269, 0.075061493, 0.054161233, 0.20096245, 0.071380601, 0.04626186, 0.025743094, 0.99983709, 0.95185947, 0.69756414, 0.91135836, 0.94343834, 0.95761479, 0.95848248, 0.82933102, 0.9966269, 0.81224037, 0.92624141, 0.70517253, 0.99998641, 0.65588438, 0.34061523
-7.3761754, -447.32467, 2, 0.038556604, 0.028326121, 0.62522083, 0.30789644, -0.77130276, 0.25201683, -1.1141925, 1.8691549, 0.38339457, 0.90576673, 1.5460633, -0.62265116, 1.761154, -2.1650673, -2.1794086, -1.7332909, -2.7263175, -2.6964272, -3.0064894, 6.8594566, 2.3584819, 1.4187666, 1.0437938, 1.6622361, 1.800647, 1.2246639, 1.9485999, 4.7151675, 3.2308484, 5.1620519, 2.6187141, 10.696004, 3.5826496, 2.1318061, -3.2556279, -3.5639709, -0.46965036, -1.1779918, 0.31619736, 0.56267285, 0.2470901, 0.86636046, 0.59469157, 0.71213312, 0.82434442, 0.34917873, 0.85335413, 0.10293161, 0.1016149, 0.15016712, 0.061438164, 0.063184508, 0.047133561, 0.99773554, 0.93153421, 0.5755603, 0.94848284, 0.59469157, 0.71213312, 0.82434442, 0.34917873, 0.85335413, 0.10293161, 0.1016149, 0.15016712, 0.061438164, 0.063184508, 0.047133561, 0.99773554, 0.93153421, 0.5755603, 0.94848284, 0.88550538, 0.93740404, 0.94107333, 0.79016972, 0.9984629, 0.10293161, 0.1016149, 0.15016712, 0.061438164, 0.063184508, 0.047133561, 0.99773554, 0.93153421, 0.5755603, 0.94848284, 0.88550538, 0.93740404, 0.94107333, 0.79016972, 0.9984629, 0.74379376, 0.95178382, 0.70794479, 0.99965433, 0.70811, 0.29428073
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-11.498649, -445.97629, 2, 0.04701727, 0.037665792, 0.57850762, 0.33680931, 1.4420159, -0.42001108, -1.0450106, 1.2890017, 0.61342775, 0.21954408, 2.6141748, -1.3196935, 0.61262028, -2.3087726, -2.8044767, -1.2002685, -4.2762566, -2.7916899, -2.6849916, 4.7433526, 4.148885, 1.8421813, 1.3838967, 1.500838, 2.9103456, 1.5318028, 3.1590983, 3.6666307, 3.2026449, 6.4986368, 2.7457973, 12.07073, 4.7205866, 2.505782, -3.0572403, -3.279003, -0.54730355, -1.0882383, 0.80876663, 0.3965141, 0.26018435, 0.78397817, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.64872232, 0.55466662, 0.93176829, 0.21086929, 0.64853829, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.090399018, 0.057082745, 0.23142746, 0.013704164, 0.057774895, 0.063864796, 0.99794489, 0.97654355, 0.68936894, 0.93540837, 0.89228202, 0.95810897, 0.98441867, 0.86287829, 0.98633625, 0.70968863, 0.9757351, 0.82426702, 0.99958816, 0.87312726, 0.45531711
-8.7879864, -447.62541, 2, 0.048844195, 0.039465251, 0.61563673, 0.29605382, 1.730407, -0.22364211, -0.66900377, 1.1520703, 0.78873502, 0.20192415, 2.1302914, -0.76638844, 1.8691048, -2.3407592, -2.3691547, -1.0947907, -4.1882549, -2.7710625, -3.3666023, 5.7170066, 4.0456072, 1.3839362, 2.058775, 2.1456947, 2.0823937, 0.5915189, 2.7010149, 3.1099214, 3.8876736, 3.604148, 3.0794193, 8.568806, 3.3688185, 2.8978577, -3.0191197, -3.2323347, -0.48509821, -1.217214, 0.84946447, 0.44432135, 0.33871995, 0.75988886, 0.68755965, 0.55031021, 0.89381267, 0.31726088, 0.86635467, 0.087803085, 0.08555525, 0.25071723, 0.014945968, 0.058908085, 0.033355687, 0.99941739, 0.97858393, 0.67149013, 0.96124037, 0.68755965, 0.55031021, 0.89381267, 0.31726088, 0.86635467, 0.087803085, 0.08555525, 0.25071723, 0.014945968, 0.058908085, 0.033355687, 0.99941739, 0.97858393, 0.67149013, 0.96124037, 0.94952241, 0.9075699, 0.93830142, 0.87376062, 0.99316626, 0.087803085, 0.08555525, 0.25071723, 0.014945968, 0.058908085, 0.033355687, 0.99941739, 0.97858393, 0.67149013, 0.96124037, 0.94952241, 0.9075699, 0.93830142, 0.87376062, 0.99316626, 0.82446762, 0.77469132, 0.87917371, 0.98763632, 0.64514275, 0.38491343
-10.327868, -447.55682, 2, 0.037864416, 0.057238568, 0.53575153, 0.36914549, 0.7742335, -0.58118169, -0.63900814, 1.7100594, 0.60301855, 1.1734653, 2.7252544, -0.31587279, 2.346669, -2.3743545, -1.9976668, -1.373885, -3.4876032, -2.270883, -3.401759, 6.91326, 4.1668373, 1.1973981, 1.7825785, 2.7416951, 1.405358, 0.54613175, 2.9665976, 4.780718, 2.8017993, 3.8770117, 2.855246, 6.4603495, 4.4552519, 3.568586, -3.2737435, -2.8605273, -0.62408479, -0.99656444, 0.68443597, 0.35866073, 0.34547078, 0.846844, 0.6463466, 0.76377081, 0.9385005, 0.42168191, 0.9126691, 0.085149319, 0.11944811, 0.20199289, 0.029667022, 0.093563298, 0.032240538, 0.99954168, 0.9730291, 0.63607993, 0.97047757, 0.6463466, 0.76377081, 0.9385005, 0.42168191, 0.9126691, 0.085149319, 0.11944811, 0.20199289, 0.029667022, 0.093563298, 0.032240538, 0.99954168, 0.9730291, 0.63607993, 0.97047757, 0.9659313, 0.92948618, 0.96343404, 0.93405565, 0.99919783, 0.085149319, 0.11944811, 0.20199289, 0.029667022, 0.093563298, 0.032240538, 0.99954168, 0.9730291, 0.63607993, 0.97047757, 0.9659313, 0.92948618, 0.96343404, 0.93405565, 0.99919783, 0.60526335, 0.86753586, 0.81477807, 0.9513276, 0.89883702, 0.54161029
-20.812484, -456.84028, 2, 0.047812051, 0.029048947, 0.647116, 0.276023, 1.2553002, -0.66936443, -0.074409873, 1.2353001, 0.11016295, 1.4536591, 1.8943766, -0.11733099, 2.641586, -2.2988824, -1.8070405, -1.211619, -3.8459759, -2.8975805, -2.3425082, 6.7809271, 3.3539444, 1.5449184, 1.3741296, 1.6754666, 1.2523687, 1.3335809, 2.356789, 1.2837261, 4.5954958, 4.3180929, 1.7538784, 6.8265954, 5.5540438, 2.3447492, -3.0404776, -3.538773, -0.43522971, -1.2872711, 0.778216, 0.33863917, 0.48140611, 0.77474486, 0.52751292, 0.81056093, 0.86925375, 0.47070086, 0.9334905, 0.091215562, 0.14099619, 0.22941472, 0.020918603, 0.052273299, 0.087663103, 0.99967658, 0.93611059, 0.81313466, 0.931466, 0.52751292, 0.81056093, 0.86925375, 0.47070086, 0.9334905, 0.091215562, 0.14099619, 0.22941472, 0.020918603, 0.052273299, 0.087663103, 0.99967658, 0.93611059, 0.81313466, 0.931466, 0.85639061, 0.93738139, 0.96187292, 0.90373732, 0.98064599, 0.091215562, 0.14099619, 0.22941472, 0.020918603, 0.052273299, 0.087663103, 0.99967658, 0.93611059, 0.81313466, 0.931466, 0.85639061, 0.93738139, 0.96187292, 0.90373732, 0.98064599, 0.90859617, 0.92491301, 0.63233786, 0.95169086, 0.93440824, 0.50056023
